,School_code,School_name,latest_year_enrolment_FTE,Level_of_schooling,AECG_region,ASGS_remoteness,Latitude,Longitude,Ratio,teacher_demand
610,2656,Mudgee Public School,670.0,Primary School,North Western 1,Inner Regional Australia,-32.59594,149.583964,16.02857142857143,42.0
611,2658,Mulbring Public School,62.0,Primary School,Hunter,Inner Regional Australia,-32.901304,151.478563,16.02857142857143,4.0
612,2659,Mulgoa Public School,89.0,Primary School,Metropolitan West,Major Cities of Australia,-33.836505,150.650344,16.02857142857143,6.0
613,2660,Mullaley Public School,41.0,Primary School,North Western 1,Outer Regional Australia,-31.098657,149.906668,16.02857142857143,3.0
614,2664,Mullion Creek Public School,65.0,Primary School,Western 1,Inner Regional Australia,-33.139031,149.120501,16.02857142857143,4.0
615,2665,Mullumbimby Public School,258.0,Primary School,Upper North Coast,Inner Regional Australia,-28.552011,153.505937,16.02857142857143,16.0
616,2667,Mulwala Public School,66.0,Primary School,Riverina 1,Inner Regional Australia,-35.987094,146.006624,16.02857142857143,5.0
617,2668,Clergate Public School,78.0,Primary School,Western 1,Inner Regional Australia,-33.192057,149.112293,16.02857142857143,5.0
618,2669,Mumbil Public School,7.0,Primary School,Western 1,Outer Regional Australia,-32.722371,149.052673,16.02857142857143,1.0
619,2671,Mummulgum Public School,16.0,Primary School,Upper North Coast,Inner Regional Australia,-28.848015,152.801645,16.02857142857143,1.0
620,2681,Murringo Public School,50.0,Primary School,Riverina 1,Outer Regional Australia,-34.297202,148.515471,16.02857142857143,4.0
621,2685,Murrumburrah Public School,186.0,Primary School,Riverina 1,Inner Regional Australia,-34.550826,148.359862,16.02857142857143,12.0
622,2686,Murrurundi Public School,49.0,Primary School,Hunter,Outer Regional Australia,-31.762783,150.832187,16.02857142857143,3.0
623,2687,Murwillumbah Public School,249.0,Primary School,Upper North Coast,Major Cities of Australia,-28.329886,153.391139,16.02857142857143,16.0
624,2688,Muswellbrook Public School,512.0,Primary School,Hunter,Inner Regional Australia,-32.25843,150.896369,16.02857142857143,32.0
625,2695,Nabiac Public School,204.0,Primary School,Manning,Inner Regional Australia,-32.097544,152.381902,16.02857142857143,13.0
626,2696,Nambucca Heads Public School,270.0,Primary School,Lower North Coast,Outer Regional Australia,-30.641695,153.006338,16.02857142857143,17.0
627,2698,Nana Glen Public School,135.0,Primary School,Lower North Coast,Outer Regional Australia,-30.135619,153.006206,16.02857142857143,9.0
628,2699,Nangus Public School,14.0,Primary School,Riverina 1,Inner Regional Australia,-35.053902,147.909106,16.02857142857143,1.0
629,2701,Naradhan Public School,13.0,Primary School,Riverina 1,Remote Australia,-33.615639,146.327405,16.02857142857143,1.0
630,2703,Narara Public School,379.0,Primary School,Central Coast,Major Cities of Australia,-33.387915,151.362616,16.02857142857143,24.0
631,2704,Narellan Public School,342.0,Primary School,Dharawal,Major Cities of Australia,-34.042764,150.733769,16.02857142857143,22.0
632,2706,Narrabeen Lakes Public School,413.0,Primary School,Metropolitan North,Major Cities of Australia,-33.720323,151.297413,16.02857142857143,26.0
633,2708,Narrabri Public School,353.0,Primary School,North Western 1,Outer Regional Australia,-30.324942,149.785252,16.02857142857143,22.0
634,2709,Narrabri West Public School,325.0,Primary School,North Western 1,Outer Regional Australia,-30.344469,149.763906,16.02857142857143,21.0
635,2710,Narrandera Public School,247.0,Primary School,Riverina 1,Outer Regional Australia,-34.744466,146.547854,16.02857142857143,16.0
636,2713,Narromine Public School,275.0,Primary School,Western 1,Outer Regional Australia,-32.229903,148.244421,16.02857142857143,18.0
637,2714,Nashdale Public School,131.0,Primary School,Western 1,Inner Regional Australia,-33.293794,149.013466,16.02857142857143,9.0
638,2723,Tomaree Public School,352.0,Primary School,Hunter,Inner Regional Australia,-32.737699,152.113091,16.02857142857143,22.0
639,2725,Nemingha Public School,218.0,Primary School,North Western 2,Inner Regional Australia,-31.126524,151.004156,16.02857142857143,14.0
640,2730,Neutral Bay Public School,917.0,Primary School,Metropolitan North,Major Cities of Australia,-33.83261,151.219605,16.02857142857143,58.0
641,2732,Neville Public School,18.0,Primary School,Western 1,Outer Regional Australia,-33.708658,149.216784,16.02857142857143,2.0
642,2736,Newcastle East Public School,265.0,Primary School,Hunter,Major Cities of Australia,-32.930285,151.776915,16.02857142857143,17.0
643,2738,New Lambton Public School,686.0,Primary School,Hunter,Major Cities of Australia,-32.922604,151.712784,16.02857142857143,43.0
644,2740,Newport Public School,722.0,Primary School,Metropolitan North,Major Cities of Australia,-33.660561,151.312237,16.02857142857143,45.0
645,2741,Newrybar Public School,36.0,Primary School,Upper North Coast,Inner Regional Australia,-28.717114,153.533055,16.02857142857143,3.0
646,2744,Newtown North Public School,256.0,Primary School,Metropolitan East,Major Cities of Australia,-33.891821,151.185392,16.02857142857143,16.0
647,2748,Niangala Public School,7.0,Primary School,North Western 2,Outer Regional Australia,-31.298041,151.408619,16.02857142857143,1.0
648,2749,Nicholson Street Public School,130.0,Primary School,Metropolitan East,Major Cities of Australia,-33.855744,151.193188,16.02857142857143,9.0
649,2752,Nimmitabel Public School,14.0,Primary School,Lower South Coast,Outer Regional Australia,-36.510937,149.289599,16.02857142857143,1.0
650,2758,Narooma Public School,398.0,Primary School,Lower South Coast,Outer Regional Australia,-36.218595,150.137335,16.02857142857143,25.0
651,2759,Nords Wharf Public School,168.0,Primary School,Hunter,Inner Regional Australia,-33.135817,151.605087,16.02857142857143,11.0
652,2760,Normanhurst Public School,409.0,Primary School,Metropolitan North,Major Cities of Australia,-33.723332,151.098026,16.02857142857143,26.0
653,2761,Northbridge Public School,519.0,Primary School,Metropolitan North,Major Cities of Australia,-33.813034,151.218597,16.02857142857143,33.0
654,2763,Northmead Public School,725.0,Primary School,Metropolitan West,Major Cities of Australia,-33.786511,150.990753,16.02857142857143,46.0
655,2764,North Rocks Public School,880.0,Primary School,Metropolitan North,Major Cities of Australia,-33.768425,151.025148,16.02857142857143,55.0
656,2765,North Star Public School,23.0,Primary School,North Western 1,Outer Regional Australia,-28.926653,150.392891,16.02857142857143,2.0
657,2766,North Sydney Public School,857.0,Primary School,Metropolitan North,Major Cities of Australia,-33.834819,151.203685,16.02857142857143,54.0
658,2769,Nowra Public School,581.0,Primary School,Upper South Coast,Inner Regional Australia,-34.879407,150.60052,16.02857142857143,37.0
659,2771,Nulkaba Public School,396.0,Primary School,Hunter,Inner Regional Australia,-32.810691,151.34781,16.02857142857143,25.0
660,2781,Nundle Public School,48.0,Primary School,North Western 2,Outer Regional Australia,-31.459684,151.127429,16.02857142857143,3.0
661,2784,Nymboida Public School,18.0,Primary School,Upper North Coast,Outer Regional Australia,-29.947482,152.727964,16.02857142857143,2.0
662,2785,Nyngan Public School,115.0,Primary School,Western 2,Remote Australia,-31.568398,147.195259,16.02857142857143,8.0
663,2789,Oakdale Public School,123.0,Primary School,Dharawal,Inner Regional Australia,-34.078907,150.508197,16.02857142857143,8.0
664,2793,The Oaks Public School,284.0,Primary School,Dharawal,Inner Regional Australia,-34.078385,150.571724,16.02857142857143,18.0
665,2794,Oakville Public School,447.0,Primary School,Metropolitan West,Major Cities of Australia,-33.620452,150.87054,16.02857142857143,28.0
666,2796,Oatley Public School,497.0,Primary School,Metropolitan East,Major Cities of Australia,-33.983741,151.080332,16.02857142857143,31.0
667,2797,Oberon Public School,236.0,Primary School,Western 1,Inner Regional Australia,-33.703254,149.864517,16.02857142857143,15.0
668,2798,O'Connell Public School,75.0,Primary School,Western 1,Inner Regional Australia,-33.524513,149.720076,16.02857142857143,5.0
669,2799,Old Bar Public School,524.0,Primary School,Manning,Inner Regional Australia,-31.972339,152.588536,16.02857142857143,33.0
670,2800,Old Bonalbo Public School,13.0,Primary School,Upper North Coast,Outer Regional Australia,-28.654622,152.597413,16.02857142857143,1.0
671,2801,Old Guildford Public School,425.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.867484,150.986508,16.02857142857143,27.0
672,2811,Orange East Public School,269.0,Primary School,Western 1,Inner Regional Australia,-33.282069,149.113698,16.02857142857143,17.0
673,2812,Orange Grove Public School,525.0,Primary School,Metropolitan East,Major Cities of Australia,-33.872278,151.158678,16.02857142857143,33.0
674,2814,Orara Upper Public School,28.0,Primary School,Lower North Coast,Inner Regional Australia,-30.289005,153.01324,16.02857142857143,2.0
675,2815,Orchard Hills Public School,145.0,Primary School,Metropolitan West,Major Cities of Australia,-33.783029,150.721365,16.02857142857143,9.0
676,2818,Otford Public School,58.0,Primary School,Upper South Coast,Inner Regional Australia,-34.212198,151.001507,16.02857142857143,4.0
677,2820,Ourimbah Public School,407.0,Primary School,Central Coast,Major Cities of Australia,-33.354916,151.368168,16.02857142857143,26.0
678,2826,Padstow Park Public School,375.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.954955,151.030882,16.02857142857143,24.0
679,2827,Pallamallawa Public School,30.0,Primary School,North Western 1,Outer Regional Australia,-29.473894,150.141464,16.02857142857143,2.0
680,2829,Palmers Island Public School,38.0,Primary School,Upper North Coast,Inner Regional Australia,-29.419567,153.28822,16.02857142857143,3.0
681,2831,Pambula Public School,343.0,Primary School,Lower South Coast,Outer Regional Australia,-36.925482,149.871813,16.02857142857143,22.0
682,2835,Parkes Public School,384.0,Primary School,Western 1,Outer Regional Australia,-33.13229,148.176314,16.02857142857143,24.0
683,2838,Parklea Public School,696.0,Primary School,Metropolitan West,Major Cities of Australia,-33.725885,150.93476,16.02857142857143,44.0
684,2840,Parramatta Public School,1008.0,Primary School,Metropolitan West,Major Cities of Australia,-33.81571,151.007732,16.02857142857143,63.0
685,2841,Wooli Public School,38.0,Primary School,Upper North Coast,Outer Regional Australia,-29.870923,153.265781,16.02857142857143,3.0
686,2842,Parramatta North Public School,402.0,Primary School,Metropolitan West,Major Cities of Australia,-33.803951,151.004694,16.02857142857143,25.0
687,2843,Parramatta West Public School,885.0,Primary School,Metropolitan West,Major Cities of Australia,-33.824472,150.990968,16.02857142857143,56.0
688,2844,Paterson Public School,112.0,Primary School,Hunter,Inner Regional Australia,-32.602294,151.612319,16.02857142857143,7.0
689,2846,Paxton Public School,64.0,Primary School,Hunter,Inner Regional Australia,-32.900993,151.284621,16.02857142857143,4.0
690,2849,Peakhurst Public School,619.0,Primary School,Metropolitan East,Major Cities of Australia,-33.955402,151.062306,16.02857142857143,39.0
691,2852,Peats Ridge Public School,16.0,Primary School,Central Coast,Inner Regional Australia,-33.325841,151.23275,16.02857142857143,1.0
692,2855,Pelaw Main Public School,193.0,Primary School,Hunter,Major Cities of Australia,-32.831923,151.484743,16.02857142857143,12.0
693,2857,Pennant Hills Public School,574.0,Primary School,Metropolitan North,Major Cities of Australia,-33.7358,151.068058,16.02857142857143,36.0
694,2858,West Pennant Hills Public School,620.0,Primary School,Metropolitan North,Major Cities of Australia,-33.746075,151.050491,16.02857142857143,39.0
695,2859,Penrith Public School,452.0,Primary School,Metropolitan West,Major Cities of Australia,-33.755926,150.70439,16.02857142857143,29.0
696,2860,Penrose Public School,14.0,Primary School,Upper South Coast,Inner Regional Australia,-34.669731,150.221344,16.02857142857143,1.0
697,2861,Penshurst Public School,374.0,Primary School,Metropolitan East,Major Cities of Australia,-33.962636,151.087702,16.02857142857143,24.0
698,2862,Perthville Public School,131.0,Primary School,Western 1,Inner Regional Australia,-33.491052,149.550052,16.02857142857143,9.0
699,2867,Picton Public School,329.0,Primary School,Dharawal,Inner Regional Australia,-34.17624,150.609346,16.02857142857143,21.0
700,2870,Pilliga Public School,22.0,Primary School,North Western 1,Remote Australia,-30.352248,148.889152,16.02857142857143,2.0
701,2884,Pitt Town Public School,294.0,Primary School,Metropolitan West,Major Cities of Australia,-33.583887,150.859638,16.02857142857143,19.0
702,2886,Pleasant Hills Public School,17.0,Primary School,Riverina 1,Outer Regional Australia,-35.46651,146.798512,16.02857142857143,1.0
703,2887,Plumpton Public School,516.0,Primary School,Metropolitan West,Major Cities of Australia,-33.749158,150.838556,16.02857142857143,33.0
704,2890,The Pocket Public School,92.0,Primary School,Upper North Coast,Inner Regional Australia,-28.505414,153.479112,16.02857142857143,6.0
705,2893,Pomona Public School,22.0,Primary School,Riverina 3,Remote Australia,-34.025726,141.89493,16.02857142857143,2.0
706,2895,Pooncarie Public School,5.0,Primary School,Riverina 3,Remote Australia,-33.383033,142.568324,16.02857142857143,1.0
707,2896,Port Kembla Public School,276.0,Primary School,Upper South Coast,Major Cities of Australia,-34.48609,150.914724,16.02857142857143,18.0
708,2899,Port Macquarie Public School,434.0,Primary School,Lower North Coast,Inner Regional Australia,-31.429869,152.913872,16.02857142857143,27.0
709,2901,Prestons Public School,704.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.94642,150.889961,16.02857142857143,44.0
710,2902,Pretty Beach Public School,183.0,Primary School,Central Coast,Major Cities of Australia,-33.528039,151.350019,16.02857142857143,12.0
711,2904,Primbee Public School,138.0,Primary School,Upper South Coast,Major Cities of Australia,-34.501421,150.882302,16.02857142857143,9.0
712,2910,Punchbowl Public School,570.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.930613,151.055905,16.02857142857143,36.0
713,2913,Putney Public School,493.0,Primary School,Metropolitan North,Major Cities of Australia,-33.824562,151.110973,16.02857142857143,31.0
714,2917,Quaama Public School,54.0,Primary School,Lower South Coast,Outer Regional Australia,-36.464226,149.86705,16.02857142857143,4.0
715,2918,Quakers Hill Public School,1099.0,Primary School,Metropolitan West,Major Cities of Australia,-33.737467,150.885265,16.02857142857143,69.0
716,2919,Quambone Public School,12.0,Primary School,Western 2,Remote Australia,-30.930706,147.872001,16.02857142857143,1.0
717,2920,Quandialla Public School,22.0,Primary School,Western 1,Outer Regional Australia,-34.010362,147.790454,16.02857142857143,2.0
718,2922,Queanbeyan Public School,658.0,Primary School,Upper South Coast,Major Cities of Australia,-35.357526,149.236154,16.02857142857143,41.0
719,2926,Leppington Public School,333.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.959269,150.810901,16.02857142857143,21.0
720,2927,Raglan Public School,246.0,Primary School,Western 1,Inner Regional Australia,-33.428034,149.648098,16.02857142857143,16.0
721,2930,Rainbow Street Public School,413.0,Primary School,Metropolitan East,Major Cities of Australia,-33.924647,151.237164,16.02857142857143,26.0
722,2931,Raleigh Public School,25.0,Primary School,Lower North Coast,Outer Regional Australia,-30.450064,153.012586,16.02857142857143,2.0
723,2933,Rand Public School,27.0,Primary School,Riverina 1,Outer Regional Australia,-35.596087,146.580442,16.02857142857143,2.0
724,2935,Rankins Springs Public School,25.0,Primary School,Riverina 1,Outer Regional Australia,-33.83998,146.258245,16.02857142857143,2.0
725,2937,Rappville Public School,11.0,Primary School,Upper North Coast,Outer Regional Australia,-29.085815,152.95533,16.02857142857143,1.0
726,2943,Raymond Terrace Public School,371.0,Primary School,Hunter,Major Cities of Australia,-32.767016,151.74001,16.02857142857143,24.0
727,2946,Redhead Public School,274.0,Primary School,Hunter,Major Cities of Australia,-33.011646,151.711425,16.02857142857143,17.0
728,2948,Red Range Public School,40.0,Primary School,North Western 2,Outer Regional Australia,-29.776132,151.897373,16.02857142857143,3.0
729,2950,Regents Park Public School,284.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.885518,151.024693,16.02857142857143,18.0
730,2951,Regentville Public School,654.0,Primary School,Metropolitan West,Major Cities of Australia,-33.77728,150.668311,16.02857142857143,41.0
731,2955,Repton Public School,67.0,Primary School,Lower North Coast,Outer Regional Australia,-30.446021,153.029037,16.02857142857143,5.0
732,2958,Revesby Public School,353.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.944449,151.017145,16.02857142857143,22.0
733,2965,Richmond North Public School,265.0,Primary School,Metropolitan West,Major Cities of Australia,-33.580591,150.716871,16.02857142857143,17.0
734,2968,The Risk Public School,25.0,Primary School,Upper North Coast,Inner Regional Australia,-28.476943,152.93397,16.02857142857143,2.0
735,2970,Riverstone Public School,385.0,Primary School,Metropolitan West,Major Cities of Australia,-33.678387,150.871019,16.02857142857143,24.0
736,2971,Robertson Public School,134.0,Primary School,Upper South Coast,Inner Regional Australia,-34.589625,150.592483,16.02857142857143,9.0
737,2973,Rockdale Public School,394.0,Primary School,Metropolitan East,Major Cities of Australia,-33.952626,151.141681,16.02857142857143,25.0
738,2974,Rockley Public School,12.0,Primary School,Western 1,Inner Regional Australia,-33.69193,149.562554,16.02857142857143,1.0
739,2980,Whian Whian Public School,13.0,Primary School,Upper North Coast,Inner Regional Australia,-28.638212,153.314317,16.02857142857143,1.0
740,2983,Rocky River Public School,33.0,Primary School,North Western 2,Outer Regional Australia,-30.612856,151.491788,16.02857142857143,2.0
741,2985,Rollands Plains Upper Public School,29.0,Primary School,Lower North Coast,Outer Regional Australia,-31.239302,152.631805,16.02857142857143,2.0
742,2987,Rosebank Public School,25.0,Primary School,Upper North Coast,Inner Regional Australia,-28.678336,153.388262,16.02857142857143,2.0
743,2988,Rose Bay Public School,555.0,Primary School,Metropolitan East,Major Cities of Australia,-33.873011,151.270962,16.02857142857143,35.0
744,2994,Roseville Public School,659.0,Primary School,Metropolitan North,Major Cities of Australia,-33.781883,151.188666,16.02857142857143,42.0
745,2996,Rosewood Public School,23.0,Primary School,Riverina 1,Outer Regional Australia,-35.670202,147.860832,16.02857142857143,2.0
746,2997,Ross Hill Public School,554.0,Primary School,North Western 2,Outer Regional Australia,-29.770176,151.103091,16.02857142857143,35.0
747,2999,Rossmore Public School,65.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.946493,150.770857,16.02857142857143,4.0
748,3006,Rous Public School,91.0,Primary School,Upper North Coast,Inner Regional Australia,-28.870683,153.406624,16.02857142857143,6.0
749,3008,Rouse Hill Public School,761.0,Primary School,Metropolitan West,Major Cities of Australia,-33.679219,150.920985,16.02857142857143,48.0
750,3013,Rukenvale Public School,9.0,Primary School,Upper North Coast,Outer Regional Australia,-28.468321,152.894396,16.02857142857143,1.0
751,3020,Rydalmere Public School,147.0,Primary School,Metropolitan West,Major Cities of Australia,-33.814317,151.044705,16.02857142857143,10.0
752,3021,Ryde Public School,570.0,Primary School,Metropolitan North,Major Cities of Australia,-33.812552,151.108015,16.02857142857143,36.0
753,3022,North Ryde Public School,392.0,Primary School,Metropolitan North,Major Cities of Australia,-33.794766,151.120042,16.02857142857143,25.0
754,3023,West Ryde Public School,634.0,Primary School,Metropolitan North,Major Cities of Australia,-33.808363,151.085097,16.02857142857143,40.0
755,3024,Rye Park Public School,4.0,Primary School,Upper South Coast,Inner Regional Australia,-34.521629,148.906651,16.02857142857143,1.0
756,3025,Rylstone Public School,78.0,Primary School,North Western 1,Outer Regional Australia,-32.795564,149.972877,16.02857142857143,5.0
757,3029,St Johns Park Public School,797.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.887204,150.899278,16.02857142857143,50.0
758,3031,St Marys Public School,292.0,Primary School,Metropolitan West,Major Cities of Australia,-33.768364,150.770634,16.02857142857143,19.0
759,3032,St Peters Public School,135.0,Primary School,Metropolitan East,Major Cities of Australia,-33.912993,151.176696,16.02857142857143,9.0
760,3035,Salt Ash Public School,92.0,Primary School,Hunter,Inner Regional Australia,-32.787841,151.903848,16.02857142857143,6.0
761,3038,Sans Souci Public School,621.0,Primary School,Metropolitan East,Major Cities of Australia,-33.99499,151.12923,16.02857142857143,39.0
762,3042,Sawtell Public School,325.0,Primary School,Lower North Coast,Inner Regional Australia,-30.363316,153.09764,16.02857142857143,21.0
763,3045,Scarborough Public School,63.0,Primary School,Upper South Coast,Major Cities of Australia,-34.266182,150.966036,16.02857142857143,4.0
764,3046,Schofields Public School,773.0,Primary School,Metropolitan West,Major Cities of Australia,-33.693115,150.875247,16.02857142857143,49.0
765,3048,Seaham Public School,208.0,Primary School,Hunter,Inner Regional Australia,-32.662095,151.729362,16.02857142857143,13.0
766,3053,Seven Hills North Public School,280.0,Primary School,Metropolitan West,Major Cities of Australia,-33.759976,150.955041,16.02857142857143,18.0
767,3060,Shellharbour Public School,467.0,Primary School,Upper South Coast,Major Cities of Australia,-34.578968,150.865109,16.02857142857143,30.0
768,3065,Shortland Public School,234.0,Primary School,Hunter,Major Cities of Australia,-32.881435,151.695063,16.02857142857143,15.0
769,3070,Singleton Public School,430.0,Primary School,Hunter,Inner Regional Australia,-32.563135,151.171752,16.02857142857143,27.0
770,3073,Smithfield Public School,594.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.853583,150.933495,16.02857142857143,37.0
771,3075,Smithtown Public School,75.0,Primary School,Lower North Coast,Outer Regional Australia,-31.018188,152.941365,16.02857142857143,5.0
772,3077,Sofala Public School,10.0,Primary School,Western 1,Inner Regional Australia,-33.082242,149.695172,16.02857142857143,1.0
773,3078,Somersby Public School,55.0,Primary School,Central Coast,Inner Regional Australia,-33.358368,151.291312,16.02857142857143,4.0
774,3079,Somerton Public School,27.0,Primary School,North Western 2,Outer Regional Australia,-30.938432,150.641556,16.02857142857143,2.0
775,3083,South West Rocks Public School,344.0,Primary School,Lower North Coast,Outer Regional Australia,-30.891502,153.039879,16.02857142857143,22.0
776,3089,Spring Hill Public School,47.0,Primary School,Western 1,Inner Regional Australia,-33.399574,149.151294,16.02857142857143,3.0
777,3091,Spring Ridge Public School,28.0,Primary School,North Western 1,Outer Regional Australia,-31.392399,150.254649,16.02857142857143,2.0
778,3093,Spring Terrace Public School,41.0,Primary School,Western 1,Inner Regional Australia,-33.393976,149.097369,16.02857142857143,3.0
779,3095,Springwood Public School,447.0,Primary School,Metropolitan West,Major Cities of Australia,-33.704613,150.573472,16.02857142857143,28.0
780,3103,Stanwell Park Public School,165.0,Primary School,Upper South Coast,Major Cities of Australia,-34.228715,150.984536,16.02857142857143,11.0
781,3104,Warrawong Public School,275.0,Primary School,Upper South Coast,Major Cities of Australia,-34.481367,150.877847,16.02857142857143,18.0
782,3109,Stockinbingal Public School,19.0,Primary School,Riverina 1,Outer Regional Australia,-34.497611,147.883065,16.02857142857143,2.0
783,3110,Stockton Public School,264.0,Primary School,Hunter,Major Cities of Australia,-32.910956,151.781095,16.02857142857143,17.0
784,3112,Stokers Siding Public School,10.0,Primary School,Upper North Coast,Inner Regional Australia,-28.393823,153.404371,16.02857142857143,1.0
785,3119,Stratford Public School,8.0,Primary School,Manning,Outer Regional Australia,-32.116885,151.93922,16.02857142857143,1.0
786,3122,Stratheden Public School,17.0,Primary School,Upper North Coast,Inner Regional Australia,-28.755713,152.937222,16.02857142857143,1.0
787,3123,Strathfield North Public School,489.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.854531,151.09204,16.02857142857143,31.0
788,3124,Strathfield South Public School,717.0,Primary School,Metropolitan South West,Major Cities of Australia,-33.89078,151.084702,16.02857142857143,45.0
789,3125,Stroud Public School,65.0,Primary School,Manning,Inner Regional Australia,-32.402533,151.964239,16.02857142857143,4.0
790,3126,Stroud Road Public School,12.0,Primary School,Manning,Inner Regional Australia,-32.347986,151.932369,16.02857142857143,1.0
791,3127,Stuart Town Public School,20.0,Primary School,Western 1,Outer Regional Australia,-32.802566,149.068273,16.02857142857143,2.0
792,3129,Summer Hill Public School,725.0,Primary School,Metropolitan East,Major Cities of Australia,-33.895815,151.135853,16.02857142857143,46.0
793,3136,Sutherland Public School,308.0,Primary School,Metropolitan East,Major Cities of Australia,-34.033001,151.059149,16.02857142857143,20.0
794,3137,Sutton Public School,247.0,Primary School,Upper South Coast,Inner Regional Australia,-35.165611,149.254979,16.02857142857143,16.0
795,3141,Swansea Public School,240.0,Primary School,Hunter,Major Cities of Australia,-33.084061,151.636301,16.02857142857143,15.0
796,3143,Sylvania Public School,130.0,Primary School,Metropolitan East,Major Cities of Australia,-34.008118,151.112077,16.02857142857143,9.0
797,3145,Tabulam Public School,53.0,Primary School,Upper North Coast,Outer Regional Australia,-28.888649,152.568703,16.02857142857143,4.0
798,3147,Tacoma Public School,205.0,Primary School,Central Coast,Major Cities of Australia,-33.28298,151.458936,16.02857142857143,13.0
799,3148,Tahmoor Public School,456.0,Primary School,Dharawal,Inner Regional Australia,-34.227663,150.588951,16.02857142857143,29.0
800,3153,Tallimba Public School,24.0,Primary School,Western 1,Outer Regional Australia,-33.993586,146.877792,16.02857142857143,2.0
801,3154,Tallong Public School,62.0,Primary School,Upper South Coast,Inner Regional Australia,-34.721496,150.083341,16.02857142857143,4.0
802,3156,Tambar Springs Public School,6.0,Primary School,North Western 1,Outer Regional Australia,-31.348351,149.827874,16.02857142857143,1.0
803,3157,Tamworth Public School,895.0,Primary School,North Western 2,Inner Regional Australia,-31.084712,150.935305,16.02857142857143,56.0
804,3158,Tamworth West Public School,395.0,Primary School,North Western 2,Inner Regional Australia,-31.09158,150.920563,16.02857142857143,25.0
805,3159,Tanja Public School,14.0,Primary School,Lower South Coast,Outer Regional Australia,-36.64029,149.975072,16.02857142857143,1.0
806,3162,Tarago Public School,34.0,Primary School,Upper South Coast,Inner Regional Australia,-35.067671,149.654751,16.02857142857143,3.0
807,3163,Taralga Public School,35.0,Primary School,Upper South Coast,Inner Regional Australia,-34.397974,149.820962,16.02857142857143,3.0
808,3165,Tarcutta Public School,24.0,Primary School,Riverina 1,Outer Regional Australia,-35.279294,147.738339,16.02857142857143,2.0
809,3167,Taree Public School,73.0,Primary School,Manning,Inner Regional Australia,-31.910904,152.462158,16.02857142857143,5.0
810,3168,Taren Point Public School,100.0,Primary School,Metropolitan East,Major Cities of Australia,-34.01808,151.12269,16.02857142857143,7.0
811,3173,Tathra Public School,208.0,Primary School,Lower South Coast,Outer Regional Australia,-36.732802,149.979602,16.02857142857143,13.0
812,3175,Tea Gardens Public School,163.0,Primary School,Manning,Inner Regional Australia,-32.667785,152.157991,16.02857142857143,11.0
813,3176,Telegraph Point Public School,134.0,Primary School,Lower North Coast,Inner Regional Australia,-31.334143,152.793129,16.02857142857143,9.0
814,3178,Temora Public School,253.0,Primary School,Riverina 1,Outer Regional Australia,-34.444843,147.535265,16.02857142857143,16.0
815,3180,Tenambit Public School,361.0,Primary School,Hunter,Major Cities of Australia,-32.742528,151.604859,16.02857142857143,23.0
816,3182,The Sir Henry Parkes Memorial Public School,175.0,Primary School,North Western 2,Outer Regional Australia,-29.056081,152.026106,16.02857142857143,11.0
817,3183,Teralba Public School,99.0,Primary School,Hunter,Major Cities of Australia,-32.962493,151.605976,16.02857142857143,7.0
818,3185,Terara Public School,92.0,Primary School,Upper South Coast,Inner Regional Australia,-34.866633,150.63038,16.02857142857143,6.0
819,3189,Terranora Public School,400.0,Primary School,Upper North Coast,Major Cities of Australia,-28.240248,153.499272,16.02857142857143,25.0
820,3190,Terrey Hills Public School,237.0,Primary School,Metropolitan North,Major Cities of Australia,-33.685723,151.222619,16.02857142857143,15.0
821,3191,Terrigal Public School,909.0,Primary School,Central Coast,Major Cities of Australia,-33.442449,151.438197,16.02857142857143,57.0
822,3195,Tharbogang Public School,40.0,Primary School,Riverina 2,Outer Regional Australia,-34.26162,145.984922,16.02857142857143,3.0
823,3200,Thirlmere Public School,344.0,Primary School,Dharawal,Inner Regional Australia,-34.204832,150.569311,16.02857142857143,22.0
824,3201,Thirroul Public School,500.0,Primary School,Upper South Coast,Major Cities of Australia,-34.31521,150.918701,16.02857142857143,32.0
825,3204,Thornton Public School,763.0,Primary School,Hunter,Major Cities of Australia,-32.779381,151.639454,16.02857142857143,48.0
826,3208,Thurgoona Public School,595.0,Primary School,Riverina 1,Inner Regional Australia,-36.047283,146.983289,16.02857142857143,38.0
827,3211,Tibooburra Outback Public School,9.0,Primary School,Western 3,Very Remote Australia,-29.432133,142.010166,16.02857142857143,1.0
828,3213,Tighes Hill Public School,367.0,Primary School,Hunter,Major Cities of Australia,-32.908099,151.751254,16.02857142857143,23.0
829,3214,Central Tilba Public School,43.0,Primary School,Lower South Coast,Outer Regional Australia,-36.315664,150.07194,16.02857142857143,3.0
